Unnamed: 0,Unnamed: 0.1,proposalID.id,voters.id,support,single_vote,name
0,141,1,0x31bb847e1c0e34889642085d7bb4eef28662ec0b,1,0,
8,408,1,0x86e899c25516846689c341a4470eeb97fb3e2156,0,0,
14,622,1,0xb43b36b72c57842e5cc4b70d85f99117b122c2b5,1,0,
12,122,1,0x2b5a0be5940b63de1eddccca7bd977357e2488ed,1,0,
11,627,1,0xb6605f98a5562b1ac821bc5f2b75934239e8c6d6,1,0,catcatcat.eth
10,631,1,0xb75eb924568d4ebf65d9bb932c589c3c06a59655,1,0,haikukoten.eth
9,409,1,0x8797385d3b72c34d6d3c4cdddd149fccd357a7de,1,10002426729812923,salsasteve.eth
7,397,1,0x7f8c1877ed0da352f78be4fe4cda58bb804a30df,1,48523890379370804,gmewallet.eth
32,683,1,0xc5a61d56ca395fcb87f148532369595e31286d0e,1,0,letverse.eth
6,115,1,0x28849b0d0a126df896ff2f69ebe9b1373b16ccbe,0,0,
5,393,1,0x7cc4590e8f36b4f9d7153a71d31fbecaa0cd38e4,1,0,
4,637,1,0xbbc02dbd39941fffa605171a977d44c6baf915c2,0,4240981600000000,kersuv.eth
3,640,1,0xbd6c934afa35452c30b833533a59d4986031085c,1,0,
1,655,1,0xc0abd6dc4f6fe64bc35bc51b1495fb0eff08e1eb,1,6794360200000000,
69,570,1,0xab5886f50263de85ccc8d3f10cafa6bdc7153a82,1,10092032500000000,
15,620,1,0xb403b4005bdc98391fd06c13f47b8c74957c1e16,1,0,
16,657,1,0xc15ef37b6c187b140db5dc86ac5258f7d199d10a,1,0,
17,659,1,0xc426f7adb8c15771cdc6df55d31518056c04d63e,1,264105199000000000,
31,99,1,0x2185f44a28e18318ce6ec792e50575a4293d4381,0,0,
30,380,1,0x7aedc2d3a4aa945e22f2aaf4f0716c674b969ffa,1,0,
29,376,1,0x79927e10304d4290b42425ae1232a76a1b2e7232,0,0,
28,371,1,0x7929e033554d7d284d62a2f33856df31b4089999,1,0,
27,127,1,0x2f4621afba511f01063ce753df0c1be8214688a2,1,47988341400000000,
26,360,1,0x72ce49999c12ff248d40f70675f0c3ef6dcb9eb5,1,0,
33,676,1,0xc4b58654979382b02c65b8786f6b0242b7f6648c,1,39867532508951347,
25,177,1,0x3db69bf6ac1735509a60490d338c999252fa153a,1,1568559866295209,charlycryptoinvest.eth
23,87,1,0x1a1ca7f86e3dc901e2ffe532c4484e9e57d99fba,1,2500000000000000,
22,732,1,0xc7e36bc2f80543b6c244b147606f9501da6c6561,1,0,
21,85,1,0x19cf388796c31fa7a583270d82659ecd2b4fd490,1,0,cryptomandias.eth
20,352,1,0x6f69286d7c51de0f0cf5f3c03c8ca3eda8a322f9,1,17612704011441500,
19,104,1,0x221208ba3781c1aaaeb5e31f1670d42ec3550020,1,0,
18,106,1,0x22e3f2c7b800f04227fd01075618725c211e2f4d,1,31052602457951276,
24,356,1,0x709a71cd574e6c1c7064ff62e0dae652b7c9e359,0,0,
2,389,1,0x7bc1d6e8150d4c96917901c26c922dd64654b3c3,1,0,
35,669,1,0xc45230120f7f4642b27b6b48197e4f6934bbc349,0,0,daxtaran.eth
54,460,1,0x964e58e3081d6e5de4182289ef8ce2c32e9a96fb,1,0,
36,690,1,0xc6a0d93a696b3cb60a3d1adc7852bb3131639671,1,198934550198030423,nahuel.eth
38,617,1,0xb37795f39c546d3511ba061d04783d987d1259a4,1,0,
39,411,1,0x88013a2d1883939e3b758491f4bf5aa2b74d07fe,1,120149170500000000,
51,476,1,0x9a72b97137065b3816d091310e483811baa1be0f,1,0,
41,160,1,0x3688b712bb6659d64740d55c5b000711e484c4be,0,0,zxcvb.eth
42,519,1,0xa353d2a64d2df16a024ba81e73982df5ff8f26b5,1,0,basith.eth
37,735,1,0xc8f88b4aef57ac93fe41390194c3a4d77d7df744,0,287168444290775651,torgin.eth
40,522,1,0xa4b06dd6316800bbab250d7486c57c982dee6e6a,1,0,asuna.eth
45,509,1,0xa31c2232842e631ccb2d2e4110b356bab21e6020,0,20041110900000000,therealtuna.eth
46,165,1,0x392027fdc620d397ca27f0c1c3dcb592f27a4dc3,1,65459041623970462,blokku.eth
47,454,1,0x939696e968998cf5b74d64ce4abcc822d8b1b77f,1,0,kobatake.eth
48,502,1,0x9f3ef50ea64adad5b33f1f8222760cfbf42007f7,0,5036054113148239,alphaserpentis.eth
49,490,1,0x9e2c900d2e4882c1da90c4285b94430b1b3cba63,1,10071106600000000,
43,187,1,0x3f25bb52ffc4bfd24e619740db6d9e6306c93aad,1,0,
44,517,1,0xa31cd363cd2867e98fb0102e07e0c226f8346e48,1,559602900000000,
68,437,1,0x8d899892410cdbd8d27e251ca699672b94730ec4,0,0,
50,487,1,0x9cca0d5cadd9871fbe79333fcb73a7e207442f30,1,2814355500000000,
52,469,1,0x992b9b3acc35b0fdfd4572bb2f5dc54ed2cffa84,1,40482010100000000,satse.eth
55,528,1,0xa4b8339d2162125b33a667b0d40ac5dec27e924b,0,1741218826291244387,
56,447,1,0x91d70fd5006a5a29c66b57a7b1703f49bde957e5,1,0,
57,153,1,0x35640d73401254601704ec94b564469bb6e00cd4,1,0,
58,444,1,0x8ea8721f27efcaabb3901ed6756505ab873f15a7,1,0,dosingwithdata.eth
59,596,1,0xb0dc0c7a91c34ac1698f9e7ec03104bdb3b42de3,1,414447082399089516,0xsiam.eth
53,181,1,0x3ec44a823e07555b5f889d8d954eec736eb5865b,1,10000000000000000,collinpixley.eth
67,199,1,0x48f29b6fa6e33c6ba0606297ad3395377f780574,1,7018976900000000,
60,134,1,0x2ff28a33a9f4a51108a31b2b205abebc2092b25b,1,0,
63,592,1,0xb0623c91c65621df716ab8afe5f66656b21a9108,1,129539220406501078,johnpalmer.eth
64,590,1,0xb03f5438f9a243de5c3b830b7841ec315034cd5f,1,0,m-j-r.eth
65,583,1,0xad59ed7e1231539bbc4822835b3b9dab74cc8390,0,0,
66,606,1,0xb0e37fca4864ae1083ab7202b891451264fd2605,0,0,
34,381,1,0x7af7ca67aa827f58e0659c52a641aee55a43b535,1,47302279900000000,
61,430,1,0x8c6b10d42ff08e56133fca0dac75e1931b1fcc23,1,0,
62,136,1,0x301605c95acbed7a1fd9c2c0deee964e2afbd0c3,1,38408776100000000,knobelsdorf.eth
137,249,1,0x52b9783f1f955ac10d50c7d4ab62d7f2288d6446,1,0,
13,623,1,0xb532fe24310aa59fb428a3dd02dc61b86bf953fa,1,310314054604825937,
114,909,1,0xf6210b4bb2fe841630eb50001e688c4bc058b602,1,0,vetinary.eth
73,441,1,0x8e77c563c2b2f35cd5560828e197e4ec57556687,1,0,
74,443,1,0x8e9a785039ed7069e59f8a6ee02f8b9ffd8bbe18,0,0,
75,574,1,0xabb9f91560f3c90c1aabf2852f827c91127ef924,1,0,
76,79,1,0x16bdbb3ca54f9a05dde8f9bd53885d622c3208f7,1,0,
77,359,1,0x718fdf375e1930ba386852e35f5bafc31df3ae66,0,0,
103,911,1,0xf8edada7d508607b9526f8009f7d7fcbe7e5ab45,1,0,
72,196,1,0x464234fa9b1122413677ac87e8436d2f42d1b3b7,1,0,
78,264,1,0x56656ada4da72e587408d330e66a85b35516ee20,0,64451945200000000,
81,311,1,0x63c9a867d704df159bbbb88eeee1609196b1995e,1,38697539500000000,atila.eth
82,861,1,0xe3e39161d35e9a81edec667a5387bfae85752854,1,0,
83,312,1,0x64115952aafeeba2d8006f54c49669afdbd860b2,1,0,
84,855,1,0xe2f6e3565a96cd24d6ba985563a26fb3c93cad04,1,0,
85,851,1,0xe2e8fee9ac2af4352a0e424650b77da25c36bf80,0,0,ninjapay.eth
79,875,1,0xe5f3adb93eacede82eb7f0c5e0c3faeaec42cfb6,1,0,diones.eth
80,864,1,0xe507f2d7de97c783a60fef9f1c4a4dade2b0a989,1,1000000000000000000,thumb.eth
104,278,1,0x5a72bfaf8dd5b251bd008fdc0b4656319ac0509b,0,35160493834157182,
86,844,1,0xde88d54819c4ae692fbb8f5f914ac5723951ee65,1,42296496600000000,wouimbly.eth
88,839,1,0xdd11b416c5c5b9f5394b7e7ef5ed30a1d065f474,1,0,ethkid.eth
102,915,1,0xf94f7b6b956225bce60a5f0c7b82d347071e48dc,0,0,braveheartcapital.eth
101,290,1,0x5bdce60ba4fe9867eff2d0ec1dfe74abb4bc8249,1,0,
70,567,1,0xab5309888c39646bb222a70e0bc1c69e3326ee77,1,52381220400000000,renoeth.eth
99,285,1,0x5a845ebd2bbf857e9b9a478bf4d6ed9b74f96357,0,18000061000000000,
98,922,1,0xfc655427c568bcb837c05cec13e4956524ca83e0,0,0,🔑🔑🔑.eth
97,297,1,0x5fbdc0153f7e0afa07c167caa4a958070d763fef,0,0,
87,841,1,0xdd78aa83eb209d3a83330368daffa80a393285a5,0,0,
96,879,1,0xeae2bb84a160f7597f5792b5c6723e3cbab006cc,1,0,
94,298,1,0x61a538988fa6e215b6a96988bd684dd013b8b0ad,1,2000000000000000,
93,315,1,0x654e294458421e5c6d533e1ce3a1484206bfbef8,1,4800097593961084,
92,825,1,0xd8ff36bd818bcae0278f0904d527206363795082,1,10003042200000000,
91,828,1,0xd90ec9dc6f220be43ad88f3eff78fbd00d8fd1d6,1,94745801500000000,jeffkraus.eth
90,313,1,0x64db074a4c1bd6ed38e2751fc75a31c5f6ad4090,0,3252765200000000,
89,350,1,0x6f53678864e355b4ae7bf3ff4a9ecb1e5107010a,1,0,
95,270,1,0x57edc3a856a69a1b086ab097c22792b0d5bb2ff2,1,0,mdudas.eth
105,316,1,0x65f1db465d9b73779f3b2fc7561573a7a22f2388,1,20353879127271999,
100,287,1,0x5b5398d04f6de67614403e8432c791b9eaae956a,1,3033828556149621,
125,791,1,0xcd3eb0327930828504a9107bebb163646d0b5a0f,1,2228212900000000,
107,10,1,0x03000a0ecb1898040c26cd418570cd480775f0da,1,6783049625506922,
108,907,1,0xf5fe364d18f4a5a53badce9a046ba74cfc97f6fb,1,12277151900000000,coinmandeer.eth
109,905,1,0xf56b7c1194e11f941a9ee681d0a4bffa12a7924a,0,0,
110,899,1,0xf33230c25e28e4767e7099205dfe401daa49b22e,1,0,kilgore.eth
111,16,1,0x046143f1915e51da6397dbbc23bc1da0236ad8a0,1,1081064500000000,
112,17,1,0x066a2edcc0b7278a2cf5bf2a040b4a54a41a9550,1,0,kuso.eth
121,786,1,0xcc7b3f37194c7bdc51cbf89c844472b830dadaca,1,0,
122,346,1,0x6e9a88971e957abb41bae4e2677cae258f0c1e76,1,0,blake🌯.eth
115,319,1,0x66ab525022c5291c0c3d7a7199a38b827586f30c,1,0,
116,462,1,0x965ce531fbcc1673050301594ad6e14ee98a9357,1,0,
117,66,1,0x1125a9f95f2338f53d91278ba313194c6cbf2bec,1,22000005000000000,
118,335,1,0x6a03f69c9a3a45a716a5c3eca44d57159c6c4948,0,0,
120,64,1,0x1084b55cb63de549806a521036f7dad2d37e3fae,1,0,pipe.eth
106,910,1,0xf775a11b06a64c892ddde57357b7afd71fabfcef,1,0,
113,19,1,0x0687a571be482c7ac4a7e501df247190acc763a2,1,2438062600000000,
123,747,1,0xca768c37ba6ec3d67be7b47bbe1f1c94ca216f46,1,380394311839574520,langos.eth
119,822,1,0xd82de84a0e70c0fe6d4344a8594ff3756cd11203,1,0,
132,744,1,0xca4c08135366201d6afaed66e5422db8865bbb39,1,0,
71,197,1,0x47348ee228197b5f4158e08e72a82144affca196,1,0,
126,796,1,0xd02ae906edc339872b8300020fc4411c4f4036e1,1,111725920300000000,andykaufman.eth
128,74,1,0x1476ac3a5fe25c2a5edf4889b877f4f9639b8a21,1,2119894400000000,
129,57,1,0x0b7c75a9689a84854256c7d5db7c87feb1bbbb8b,0,2076497900000000,redbrown.eth
130,239,1,0x4d3877abc39d131a39ce21dd0675ad3c1e3f3f32,1,0,9xkiwi.eth
124,61,1,0x0d8a282f1c5a2a0d9a078865fae419b576ad4a1b,1,0,
127,58,1,0x0c31b6605686aa26df47eb45af0e4aa6639a5fd6,1,1,
133,50,1,0x08e166bddc849cfd91084e828b5096085e8e0875,1,0,
134,818,1,0xd6a6027d168ce1f8036d8d01c2918f8cb610271b,1,0,iamfreenow.eth
135,332,1,0x69b552292fb5e71632bfecbd592c03d7998259ba,1,26472719700000000,regis.eth
136,255,1,0x565b93a15d38acd79c120b15432d21e21ed274d6,1,1451974970124370748,flynnjamm.eth
138,52,1,0x0900a13fb9382c6668a74500ccce70eb96385e0c,1,15628536300000000,
139,237,1,0x4c1bcc8f570e9f98fab0eae6b14f4df6e90cb8f7,1,0,
131,55,1,0x0a10871a80cf1329cc5943c4f0746e2b02082311,1,0,
344,438,2,0x8d899892410cdbd8d27e251ca699672b94730ec4,1,67566708800000000,
343,852,2,0xe2e8fee9ac2af4352a0e424650b77da25c36bf80,1,42671023137618564,ninjapay.eth
342,543,2,0xa6b31b0b7cd3660d4d6633223b6a27af83db85df,1,0,
341,194,2,0x461cde402c6b945036df1b49f2703fca22b23d7b,1,6950135600000000,oops.eth
340,442,2,0x8e77c563c2b2f35cd5560828e197e4ec57556687,1,0,
